name,country,city,businessType
REA KVARNER REGIONALNA ENERGETSKA AGENCIJA PRIMORSKO GORANSKE ZUPANIJE DOO,Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
ISTARSKA ZUPANIJA,Croatia,PAZIN,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
MINISTARSTVO GRADITELJSTVA I PROSTORNOGA UREDENJA,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
CIRKULARNI ENERGETSKI RESURSI DOO ZA PROJEKTIRANJE I IZGRADNJU ENERGETSKIH POSTROJENJA,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MINISTARSTVO ZASTITE OKOLISA I ENERGETIKE,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
ZAGREBACKI HOLDING DOO,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INSTITUT ZA ETNOLOGIJU I FOLKLORISTIKU,Croatia,Zagreb,Research Organisations
SVEUCILISTE U RIJECI EKONOMSKI FAKULTET,Croatia,RIJEKA,Higher or Secondary Education Establishments
REGIONALNA ENERGETSKA AGENCIJA SJEVER,Croatia,KOPRIVNICA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
SVEUCILISTE U SPLITU MEDICINSKI FAKULTET,Croatia,SPLIT,Higher or Secondary Education Establishments
ZAVOD ZA JAVNO ZDRAVSTVO OSJECKO-BARANJSKE ZUPANIJE USTANOVA,Croatia,OSIJEK,Research Organisations
JAVNA VATROGASNA POSTROJBA GRADARIJEKE,Croatia,RIJEKA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
JAVNA VATROGASNA POSTROJBA GRADA SISKA,Croatia,SISAK,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
ZAGREBACKI INOVACIJSKI CENTAR DOO,Croatia,ZAGREB GRAD ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DRUSTVO ZA OBLIKOVANJE ODRZIVOG RAZVOJA,Croatia,ZAGREB,Other
HEP-OPERATOR DISTRIBUCIJSKOG SUSTAVA DOO ZA DISTRIBUCIJU I OPSKRBU ELEKTRICNE ENERGIJED.O.O.,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
LJECILISTE TOPUSKO,Croatia,TOPUSKO,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKA KOMORA INZENJERA STROJARSTVA,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"ISTARSKA RAZVOJNA AGENCIJA, DRUSTVO ZA OBRADU PODATAKA, SAVJETOVANJE I ZASTUPANJE, DOO",Croatia,PULA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
GRAD OSIJEK,Croatia,OSIJEK,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
AGENCIJA ZA PRAVNI PROMET I POSREDOVANJE NEKRETNINAMA,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
MEDIMURSKA ENERGETSKA AGENCIJA DOO,Croatia,CAKOVEC,Private for-profit entities (excluding Higher or Secondary Education Establishments)
INCLUDE DOO ZA PROIZVODNJU ELEKTRICNE OPREME,Croatia,SOLIN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MINISTARSTVO ZDRAVSTVA REPUBLIKE HRVATSKE,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"SVEUCILISTE U ZAGREBU, FAKULTET ORGANIZACIJE I INFORMATIKE",Croatia,VARAZDIN,Higher or Secondary Education Establishments
